ID,facilitycode,district,dcode,name,lab,ftype,managedby,resultdeliverymode,deliverymode,smsprinter,resultsdeliverysponsor,contactperson,contacttelephone,contactperson2,contacttelephone2,smsprinterserialno,smsprinterversion,smsinstalldate,smsprinterno,PUK,PIN,simcardno,network,telephone,fax,email,PostalAddress,physicaladdress,ContactEmail,Flag,telephone2
"1718","1718","6","Dedza","Mayani Health Centre","2","Health Center","MOH/LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1719","1719","6","Dedza","Mikondo Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1720","1720","6","Dedza","Mlangali Dispensary","2","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1721","1721","6","Dedza","Mphathi Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1722","1722","6","Dedza","Mphunzi Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1723","1723","6","Dedza","Mtendere Health Centre","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1724","1724","6","Dedza","Tsoyo Health Center","2","Health Center","LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1725","1725","6","Dedza","Golomoti Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1726","1726","6","Dedza","Kaundu Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1727","1727","6","Dedza","Mtakataka Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1728","1728","6","Dedza","Mtakataka Police Health Center","2","Health Center","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1729","1729","6","Dedza","Mdeza Dispensary","2","Dispensary","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1730","1730","6","Dedza","Mganja Maternity","2","Maternity","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1731","1731","6","Dedza","Mua Hospital Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1732","1732","6","Dedza","Nakalazi Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1733","1733","6","Dedza","Mjini Dispensary","2","Dispensary","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1801","1801","22","Ntcheu","Bilira Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1802","1802","22","Ntcheu","Biriwiri Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1803","1803","22","Ntcheu","Bwanje Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1804","1804","22","Ntcheu","Chigodi Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1805","1805","22","Ntcheu","Chikande Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1806","1806","22","Ntcheu","Doviko Dispensary","2","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1807","1807","22","Ntcheu","Dzunje Dispensary","2","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1808","1808","22","Ntcheu","Ganya Maternity","2","Maternity","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1809","1809","22","Ntcheu","Gowa Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1810","1810","22","Ntcheu","Kaloga Health Center","2","Health Center","LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1811","1811","22","Ntcheu","Kampanje Maternity","2","Maternity","LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1812","1812","22","Ntcheu","Kandeu Dispensary","2","Dispensary","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1813","1813","22","Ntcheu","Kapeni Health Centre","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1814","1814","22","Ntcheu","Kasinje Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1815","1815","22","Ntcheu","Katsekera Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1816","1816","22","Ntcheu","Lizulu Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1817","1817","22","Ntcheu","Manjawira Maternity","2","Maternity","LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1818","1818","22","Ntcheu","Matanda Dispensary","2","Dispensary","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1819","1819","22","Ntcheu","Mlanda Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1820","1820","22","Ntcheu","Mlangeni Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1821","1821","22","Ntcheu","Mlangeni Police Health Center","2","Health Center","POLICE","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1822","1822","22","Ntcheu","Mphepozinai Dispensary","2","Dispensary","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1823","1823","22","Ntcheu","Mtonda Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1824","1824","22","Ntcheu","Muluma Dispensary","2","Dispensary","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1825","1825","22","Ntcheu","Nsipe Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1826","1826","22","Ntcheu","Nsiyaludzu Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1827","1827","22","Ntcheu","Ntcheu District Hospital","1","District Hospital","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1828","1828","22","Ntcheu","Nzama Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1829","1829","22","Ntcheu","Senzani Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1830","1830","22","Ntcheu","Sharpevale Maternity","2","Maternity","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1831","1831","22","Ntcheu","Tsangano Dispensary","2","Dispensary","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1832","1832","22","Ntcheu","Masasa Dispensary","2","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1833","1833","22","Ntcheu","Namisu Dispensary","2","Dispensary","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1834","1834","22","Ntcheu","Dzonzi-Mvai Health Center","2","Health Center","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1835","1835","22","Ntcheu","Lakeview Health Center","1","Health Center","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1836","1836","22","Ntcheu","Sister Teleza Health Center","2","Health Center","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1838","1838","22","","Champiti Health Centre","1","","","2","","","MOH","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1840","1840","22","Ntcheu","Chiole Dispensary","2","Dispensary","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2404","2404","13","Mangochi","Jalasi Health Centre","8","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2416","2416","13","Mangochi","St Martin Hospital","8","Hospital","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2501","2501","13","Mangochi","Chikole Dispensary","1","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2502","2502","13","Mangochi","Chilipa (Mangochi) Health Center","1","Health Center","LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2503","2503","13","Mangochi","Chiumbangame Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2504","2504","13","Mangochi","Jalasi Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2505","2505","13","Mangochi","Kapire Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2506","2506","13","Mangochi","Katema Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2507","2507","13","Mangochi","Katuli Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2508","2508","13","Mangochi","Koche Health Center","1","Health Center","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2509","2509","13","Mangochi","Kukalanga Dispensary","1","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2510","2510","13","Mangochi","Lugola Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2511","2511","13","Mangochi","Lulanga Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2512","2512","13","Mangochi","Lungwena Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2513","2513","13","Mangochi","Luwalika Health Center","1","Health Center","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2514","2514","13","Mangochi","Makanjira Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2515","2515","13","Mangochi","Malembo Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2516","2516","13","Mangochi","St Martin Hospital","1","Hospital","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2517","2517","13","Mangochi","Mangochi District Hospital","1","District Hospital","MOH","4",\N,\N,"CHAI","Mr. Kamanula","0999 408 781","Mrs Kayamba","0888 850 814","TN446","v2.44","2010-07-29","2.65888E+11","60278857","1234","2147483647","TNM",\N,\N,\N,\N,\N,\N,"1",\N
"2518","2518","13","Mangochi","Mase Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2519","2519","13","Mangochi","Mkumba Health Center","1","Health Center","MOH/LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2520","2520","13","Mangochi","Monkey Bay Rural Hospital","1","Rural Hospital","MOH","4","","","CHAI","Mr. Mphula","0888 341 869","Mrs Nkhana","0999 382 532","TN162","v2.44","2010-07-29","2.65888E+11","85786021","1234","2147483647","TNM","","","","","","","1",""
"2521","2521","13","Mangochi","Mpondas Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2522","2522","13","Mangochi","Namalaka Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2523","2523","13","Mangochi","Namwera Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2524","2524","13","Mangochi","Nancholi Dispensary","1","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2525","2525","13","Mangochi","Nangalamu Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2526","2526","13","Mangochi","Nankhwali Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2527","2527","13","Mangochi","Nankumba Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2528","2528","13","Mangochi","Nkope Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2529","2529","13","Mangochi","Phirilongwe Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2530","2530","13","Mangochi","Sr.  Martha  Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2531","2531","13","Mangochi","Mulibwanji Hospital","1","Hospital","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2532","2532","13","Mangochi","Chiponde Health Center","1","Health Center","MOH","2","","","MOH","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2533","2533","13","Mangochi","Chiunda Health Centre","1",""," MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2534","2534","13","Mangochi","Iba Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2535","2535","13","Mangochi","Kadango Dispensary","1","","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2536","2536","13","Mangochi","Malombe Dispensary","1","","MOH","2","","","MOH","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2537","2537","13","Mangochi","Mtimabii Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2538","2538","13","Mangochi","Sinyala Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2539","2539","13","Mangochi","Asalam Health Center","1","Health Center","PVT","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2540","2540","13","Mangochi","Ngapani Health Center","1","Health Center","PVT","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2541","2541","13","Mangochi","Chilonga Health Centre","1","","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2542","2542","13","Mangochi","Malukula Health Centre","1",""," MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2543","2543","13","Mangochi","Mama Khadija","5",\N,"Mama Khadija","2",\N,\N,"Mangochi DHO","","",\N,"",\N,\N,\N,\N,\N,\N,\N,\N,"","","",\N,"","","1",""
"2591","2591","13","Mangochi","Somba","5",\N,"","",\N,\N,"","","",\N,"",\N,\N,\N,\N,\N,\N,\N,\N,"","","",\N,"","","1",""
"2601","2601","12","Machinga","Chamba (Machinga) Dispensary","1","Dispensary","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2602","2602","12","Machinga","Chikweo Health Center","1","Health Center","MOH","4",\N,\N,"CHAI","Mr. Dinala (Lab)","0999 280 825","Mr. Kazembe (Lab)","","TN157","v2.44","2010-08-13","2.66E+11","67848807","1234","2147483647","TNM",\N,\N,\N,\N,\N,\N,"1",\N
"2603","2603","12","Machinga","Gawanani Health Center","1","Health Center","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2604","2604","12","Machinga","Kawinga Health Center","1","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2605","2605","12","Machinga","Machinga District Hospital","1","District Hospital","MOH","4",\N,\N,"CHAI","T. Msikuwanga","0999 008 506","Mr. Saka","0888 352 932","TN226","v2.44","2010-07-29","2.66E+11","57882452","1234","2147483647","TNM",\N,\N,\N,\N,\N,\N,"1",\N
"2606","2606","12","Machinga","Machinga Health Center","1","Health Center","LG","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2607","2607","12","Machinga","Mbonechera Health Center","1","Health Center","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2608","2608","12","Machinga","Mpiri Health Center","1","Health Center","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2609","2609","12","Machinga","Mposa Health Center","1","Health Center","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2610","2610","12","Machinga","Namandanje Health Center","1","Health Center","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2611","2611","12","Machinga","Namanja Health Center","1","Health Center","MOH","4",\N,\N,"CHAI","Benson Chikalamo","0995 270 441","Ignatius Sila","0881 038 744","TN029","v2.44","2010-07-27","2.66E+11","64676128","1234","2147483647","TNM",\N,\N,\N,\N,\N,\N,"1",\N
"2612","2612","12","Machinga","Nainunje Health Center","1","Health Center","MOH","4",\N,\N,"CHAI","Daudi Khama","0888 366 735 / 0999 ","Hester Ndafakale","0995 169 330","TN028","v2.44","2010-08-13","2.66E+11","78635570","1234","2147483647","TNM",\N,\N,\N,\N,\N,\N,"1",\N
"2613","2613","12","Machinga","Nayuchi Health Center","1","Health Center","MOH","4",\N,\N,"CHAI","J. Thomas","0995 310 717","Davis Chiphwanya","0888 545 623","TN011","v2.44","2010-08-27","2.66E+11","1858407","1234","2147483647","TNM",\N,\N,\N,\N,\N,\N,"1",\N
"2614","2614","12","Machinga","Ngokwe Health Center","1","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2615","2615","12","Machinga","Nsanama Health Center","1","Health Center","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2616","2616","12","Machinga","Ntaja Health Center","1","Health Center","MOH","4",\N,\N,"CHAI","Joseph Shipa (Lab)","0999 708 611","Yohane Mello (Lab)","0995 470 726","TN033","v2.44","2010-08-13","2.66E+11","38361350","1234","2147483647","TNM",\N,\N,\N,\N,\N,\N,"1",\N
"2617","2617","12","Machinga","Nyambi Health Center","1","Health Center","MOH","4",\N,\N,"CHAI","Mada Kazembe (Lab)","0881 081 401 / 0999 ","Aron Chanya","0995 610 578","TN141","v2.44","2010-08-13","2.66E+11","44339905","1234","2147483647","TNM",\N,\N,\N,\N,\N,\N,"1",\N
"2618","2618","12","Machinga","Mkwepere Health Center","1","Health Center","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2619","2619","12","Machinga","Mlomba Health Center","1","Health Center","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2620","2620","12","Machinga","Mangamba Health Center","1","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2621","2621","12","Machinga","Ntholowa Health Center","1","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2701","2701","28","Zomba","Bimbi Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2702","2702","28","Zomba","Chamba (Zomba) Dispensary","1","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2703","2703","28","Zomba","Chilipa (Zomba) Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2704","2704","28","Zomba","Chingale Health Center","1","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2705","2705","28","Zomba","Chipini Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2706","2706","28","Zomba","Domasi Hospital","1","Hospital","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2707","2707","28","Zomba","H Parker Sharp Dispensary","1","Dispensary","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2708","2708","28","Zomba","Lambulira Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2709","2709","28","Zomba","Likangala Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2710","2710","28","Zomba","Magomero Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2711","2711","28","Zomba","Makwapala Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2712","2712","28","Zomba","Matiya Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2713","2713","28","Zomba","Mayaka Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2714","2714","28","Zomba","Namasalima (Zomba) Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2715","2715","28","Zomba","Namikango Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2716","2716","28","Zomba","Ngwelero Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2717","2717","28","Zomba","Nkasala Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2718","2718","28","Zomba","Pirimiti Health Center","1","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2719","2719","28","Zomba","St Lukes Hospital","1","Hospital","CHAM","4","","","CHAI","Mr. Ching'ani","0999 104 185","Aunex Kwekwesa (MA)","0999 816 676","TN122","v2.44","2010-08-29","2.65888E+11","48066509","1234","2147483647","TNM","","","","","","","1",""
"2720","2720","28","Zomba","State House Dispensary","1","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2721","2721","28","Zomba","Thondwe Dispensary","1","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2722","2722","28","Zomba","Zomba Central Hospital","1","Central Hospital","MOH","4",\N,\N,"CHAI","Enock Chitimbe (Lab)","0888 414 652 / 0999 ","Mr. Nasibu (VCT) and Gladys (PMTCT)","0888 569 629 / 0881 ","TN455","v2.44","2010-07-22","2.66E+11","19185579","1234","2147483647","TNM",\N,\N,\N,\N,\N,\N,"1",\N
"2723","2723","28","Zomba","City  Clinic","1","Dispensary","Zomba CITY","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2724","2724","28","Zomba","Matawale Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2725","2725","28","Zomba","Nasawa Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2726","2726","28","Zomba","Zomba Forestry Dispensary","1","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2727","2727","28","Zomba","Zomba Mental Hospital","1","Mental Hospital","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2728","2728","28","Zomba","Police Hospital","1","Hospital","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2729","2729","28","Zomba","Cobbe Hospital","1","Hospital","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2730","2730","28","Zomba","Zomba Prison Dispensary","1","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2731","2731","28","Zomba","Mmambo Health Center","1","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2732","2732","28","","Naisi Health Centre","1","","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2733","2733","28","","Machinjiri Health Centre","1","","MOH","3","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2734","2734","28","","Sadzi Health Centre","1","","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2735","2735","28","","Zilindo Health Centre","1","","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2736","2736","28","","Namadidi Health Centre","1","","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2737","2737","28","","Chisi Health Centre","1","","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2738","2738","28","","Mwandama Heath Ceter","1","","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"2739","2739","28","Zomba","Maera Health Centre","8",\N,"MVP","2",\N,\N,"","","",\N,"",\N,\N,\N,\N,\N,\N,\N,\N,"","","",\N,"","","1",""
"2740","2740","28","Zomba","Changalume Barracks","8",\N,"MDF","2",\N,\N,"","","",\N,"",\N,\N,\N,\N,\N,\N,\N,\N,"","","",\N,"","","1",""
"2741","2741","28","Zomba","Zomba MASM Clinic","5",\N,"MASM","2",\N,\N,"MASM","","",\N,"",\N,\N,\N,\N,\N,\N,\N,\N,"","","",\N,"","","1",""
"2801","2801","4","Chiradzulu","Chiradzulu District Hospital","1","District Hospital","MOH","3",\N,\N,"UNICEF","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2802","2802","4","Chiradzulu","Chitera Health Center","1","Health Center","MOH","3",\N,\N,"UNICEF","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2803","2803","4","Chiradzulu","Mauwa Health Center","1","Health Center","MOH","3",\N,\N,"UNICEF","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2804","2804","4","Chiradzulu","Milepa Health Center","1","Health Center","MOH","3",\N,\N,"UNICEF","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2805","2805","4","Chiradzulu","Namadzi Health Center","1","Health Center","MOH","3",\N,\N,"UNICEF","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2806","2806","4","Chiradzulu","Namitambo Health Center","1","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2807","2807","4","Chiradzulu","Ndunde Health Center","1","Health Center","MOH","3",\N,\N,"UNICEF","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"2808","2808","4","Chiradzulu","Nguludi Hospital","1","Hospital","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
