ID,facilitycode,district,dcode,name,lab,ftype,managedby,resultdeliverymode,deliverymode,smsprinter,resultsdeliverysponsor,contactperson,contacttelephone,contactperson2,contacttelephone2,smsprinterserialno,smsprinterversion,smsinstalldate,smsprinterno,PUK,PIN,simcardno,network,telephone,fax,email,PostalAddress,physicaladdress,ContactEmail,Flag,telephone2
"1014","1014","9","Kasungu","Santhe Health Center","2","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1015","1015","9","Kasungu","Simlemba Health Center","2","Health Center","MOH/LG","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1016","1016","9","Kasungu","Wimbe Health Center","2","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1017","1017","9","Kasungu","Chisinga Dispensary","2","Dispensary","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1018","1018","9","Kasungu","KTFT/Kasalika Dispensary","2","Dispensary","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1019","1019","9","Kasungu","Linyangwa Health Center","2","Health Center","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1020","1020","9","Kasungu","Linyangwa Health Center","2","Health Center","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1021","1021","9","Kasungu","Gogode Dispensary","2","Dispensary","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1022","1022","9","Kasungu","Ofesi Dispensary","2","Dispensary","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1023","1023","9","Kasungu","Khola Health Center","2","Health Center","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1029","1029","9","Kasungu","ST Andrews","9",\N,"Daniel Mapala","",\N,\N,"PATNERS IN HOPE","","",\N,"",\N,\N,\N,\N,\N,\N,\N,\N,"","","",\N,"","","1",""
"1101","1101","20","Nkhotakota","Benga Health Center","2","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1102","1102","20","Nkhotakota","Bua (Nkhotakota) Dispensary","2","Dispensary","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1103","1103","20","Nkhotakota","Chididi (Nkhotakota) Health Center","2","Health Center","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1104","1104","20","Nkhotakota","Dwambazi Rural Hospital","2","Rural Hospital","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1105","1105","20","Nkhotakota","Kapili Health Center","2","Health Center","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1106","1106","20","Nkhotakota","Liwaladzi Health Center","2","Health Center","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1107","1107","20","Nkhotakota","Mpamantha Dispensary","2","Dispensary","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1108","1108","20","Nkhotakota","Mtosa Health Center","2","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1109","1109","20","Nkhotakota","Mwansambo Health Center","2","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1110","1110","20","Nkhotakota","Ngala Health Center","2","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1111","1111","20","Nkhotakota","Nkhotakota District Hospital","2","District Hospital","MOH","4",\N,\N,"CHAI","V.F. Senzani","888344983","Zima Nindi","888347702","TN454","v2.44","2010-08-11","2.65888E+11","49149498","1234","2147483647","TNM",\N,\N,\N,\N,\N,\N,"1",\N
"1112","1112","20","Nkhotakota","Nkhunga Health Center","2","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1113","1113","20","Nkhotakota","Alinafe Rehab Centre","2","Rehab Centre","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1114","1114","20","Nkhotakota","Katimbila Health Center","2","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1115","1115","20","Nkhotakota","St Annes Hospital","2","Hospital","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1116","1116","20","Nkhotakota","Maloa Dispensary","2","Dispensary","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1117","1117","20","Nkhotakota","Msenjere Health Center","2","Health Center","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1118","1118","20","Nkhotakota","Matiki Health Center","2","Health Center","","4",\N,\N,"CHAI","L. Madikhula","999919856","E.K Banda","9999250962","TN459","v2.44","2010-08-12","2.66E+11","47464022","1234","2147483647","TNM",\N,\N,\N,\N,\N,\N,"1",\N
"1119","1119","20","Nkhotakota","Kasitu Dispensary","2","Dispensary","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1120","1120","20","Nkhotakota","Dwangwa Clinic Dispensary","2","Dispensary","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1201","1201","23","Ntchisi","Chinguluwe (Ntchisi) Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1202","1202","23","Ntchisi","Chinthembwe Health Center","2","Health Center","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1203","1203","23","Ntchisi","Kamsonga Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1204","1204","23","Ntchisi","Kangolwa Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1205","1205","23","Ntchisi","Khuwi Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1206","1206","23","Ntchisi","Malomo Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1207","1207","23","Ntchisi","Mkhuzi Health Center","2","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1208","1208","23","Ntchisi","Mpherere Health Center","2","Health Center","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1209","1209","23","Ntchisi","Mzandu Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1210","1210","23","Ntchisi","Ntchisi District Hospital","2","District Hospital","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1212","1212","23","Ntchisi","Ndinda Dispensary","2","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1214","1214","23","Ntchisi","Nthondo (Ntchisi) Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1301","1301","7","Dowa","Bowe Health Centre","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1302","1302","7","Dowa","Chakhaza Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1303","1303","7","Dowa","Chankhungu Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1304","1304","7","Dowa","Chezi Dispensary","2","Dispensary","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1305","1305","7","Dowa","Chinkhwiri Health Centre","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1306","1306","7","Dowa","Chisepo Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1307","1307","7","Dowa","Dowa District Hospital","2","District Hospital","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1308","1308","7","Dowa","Dzeleka Ref Camp Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1309","1309","7","Dowa","Dzoole Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1310","1310","7","Dowa","Kayembe Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1311","1311","7","Dowa","Madisi Hospital","2","Hospital","MOH","4","","","CHAI","Mr. Gondwe","993826201","J.M Jumbe","999066285","TN143","v2.44","2010-08-27","2.65888E+11","6979652","1234","2147483647","TNM","","","","","","","1",""
"1312","1312","7","Dowa","Mbingwa Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1313","1313","7","Dowa","Mponela Hospital","2","Hospital","MOH","4","","","CHAI","Mr Lomosi","995525676","Mr Mwanza","999385482","TL841","v2.44","2010-08-27","2.65888E+11","30918590","1234","2147483647","TNM","","","","","","","1",""
"1314","1314","7","Dowa","Msakambewa Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1315","1315","7","Dowa","Mtengowanthenga Hospital","2","Hospital","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1316","1316","7","Dowa","Mvera Army Camp Hospital","2","Hospital","Army","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1317","1317","7","Dowa","Mvera Mission Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1318","1318","7","Dowa","Mwangala Health Center","2","Health Center","LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1319","1319","7","Dowa","Nalunga Mafika Health Center","2","Health Center","LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1320","1320","7","Dowa","Thonje Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1321","1321","7","Dowa","Chizolowondo Health Center","2","Health Center","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1322","1322","7","Dowa","Kasese Health Center","2","Health Center","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1401","1401","26","Salima","Chinguluwe (Salima) Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1402","1402","26","Salima","Chipoka Health Center","2","Health Center","MOH","4","","","CHAI","Anderson Magombo","999287175","Selvio Mwandama","995635848","TN045","v2.44","2010-08-13","2.65888E+11","29366278","1234","2147483647","TNM","","","","","","","1",""
"1403","1403","26","Salima","Chitala Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1406","1406","26","Salima","Khombedza Health Center","2","Health Center","MOH","4","","","CHAI","Limbani Mateyu","999945000","Christina Joseph","9995223575","TN068","v2.44","2010-08-13","2.65888E+11","32480271","1234","2147483647","TNM","","","","","","","1",""
"1407","1407","26","Salima","Lifuwu Health Center","2","Health Center","MOH","4","","","CHAI","Maneta Mkwaira","995705153","Mphatso Diyele","999695857","TN468","v2.44","2010-08-13","2.65888E+11","34320390","1234","2147483647","TNM","","","","","","","1",""
"1408","1408","26","Salima","Maganga Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1409","1409","26","Salima","Makiyoni Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1410","1410","26","Salima","Mchoka Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1414","1414","26","Salima","Ngodzi Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1415","1415","26","Salima","Salima District Hospital","2","District Hospital","MOH","4","","","CHAI","A. Chabuka","995723144","Lilian","","TN082","v2.44","2010-08-12","2.65888E+11","68677413","1234","2147483647","TNM","","","","","","","1",""
"1416","1416","26","Salima","Senga Bay Baptist Dispensary","2","Dispensary","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1417","1417","26","Salima","Thavite Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1418","1418","26","Salima","Kaphatenga Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1419","1419","26","Salima","Police College Dispensary","2","Dispensary","Police","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1420","1420","26","Salima","Mafco Health Center","2","Health Center","Army","4","","","CHAI","Matilda Kamanga","995427347","Mr. Jelasoni","","TN164","v2.44","2010-08-13","2.65888E+11","71551150","1234","2147483647","TNM","","","","","","","1",""
"1421","1421","26","Salima","Admarc Dispensary","2","Dispensary","Admarc","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1422","1422","26","Salima","Lifeline Health Center","2","Health Center","","4","","","CHAI","Mr R Limbikani","999811995","Janet Chimbalanga","999247420","TN077","v2.44","2010-08-13","2.65888E+11","8649701","1234","2147483647","TNM","","","","","","","1",""
"1501","1501","11","Lilongwe","Area 18 Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1502","1502","11","Lilongwe","Area 25 Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1503","1503","11","Lilongwe","Bwaila Hospital","2","Hospital","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1504","1504","11","Lilongwe","Chikowa (Lilongwe) Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1505","1505","11","Lilongwe","Chileka (Lilongwe) Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1506","1506","11","Lilongwe","Chimbalanga Health Center","2","Health Center","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1507","1507","11","Lilongwe","Chitedze Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1508","1508","11","Lilongwe","Chiunjiza Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1509","1509","11","Lilongwe","Chiwamba Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1510","1510","11","Lilongwe","Chiwe Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1511","1511","11","Lilongwe","Diamphwe Health Center","2","Health Center","LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1512","1512","11","Lilongwe","Dickson Health Center","2","Health Center","LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1513","1513","11","Lilongwe","Dzenza Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1514","1514","11","Lilongwe","Kabudula Rural Hospital","2","Rural Hospital","MOH","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1515","1515","11","Lilongwe","Kangoma Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1516","1516","11","Lilongwe","Kachale Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1517","1517","11","Lilongwe","Kawale Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1518","1518","11","Lilongwe","Khongoni Health Center","2","Health Center","LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1519","1519","11","Lilongwe","Likuni Hospital","2","Hospital","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1520","1520","11","Lilongwe","Kamuzu (KCH) Central Hospital","0","Central Hospital","MOH","1",\N,\N,"CHAI","Lloyd Nyangulu","995247459","Gamadzi","999262960","Modem #1","N/A","2010-07-21","2.65888E+11","50891604","1234","2147483647","TNM",\N,\N,\N,\N,\N,\N,"1",\N
"1521","1521","11","Lilongwe","Lumbadzi Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1522","1522","11","Lilongwe","Malingunde Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1523","1523","11","Lilongwe","Maluwa Health Center","2","Health Center","LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","0",""
"1524","1524","11","Lilongwe","Matapila Health Center","2","Health Center","LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1525","1525","11","Lilongwe","Mbabvi Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1526","1526","11","Lilongwe","Mbangombe 1 Health Center","2","Health Center","LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1527","1527","11","Lilongwe","Mbangombe 2 Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1528","1528","11","Lilongwe","Mbwatalika Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1529","1529","11","Lilongwe","Mingongo Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1530","1530","11","Lilongwe","Mitundu Hospital","2","Hospital","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1531","1531","11","Lilongwe","Mlale Hospital","2","Hospital","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1532","1532","11","Lilongwe","Mtenthera Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1533","1533","11","Lilongwe","Nambuma Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1534","1534","11","Lilongwe","Nathenje Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1535","1535","11","Lilongwe","Ndaula Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1536","1536","11","Lilongwe","New Statehouse Dispensary","2","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1537","1537","11","Lilongwe","Ngoni Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1538","1538","11","Lilongwe","Nkhoma Hospital","2","Hospital","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1539","1539","11","Lilongwe","Nsaru Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1540","1540","11","Lilongwe","Nthondo (Lilongwe) Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1541","1541","11","Lilongwe","St Gabriels Hospital","2","Hospital","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1542","1542","11","Lilongwe","Ukwe Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1543","1543","11","Lilongwe","Dzalanyama Health Center","2","Health Center","Forestry","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1544","1544","11","Lilongwe","Police Area 30 Dispensary","2","Dispensary","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1545","1545","11","Lilongwe","Kamuzu Barracks Health Center","2","Health Center","Army","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1546","1546","11","Lilongwe","Khasu Health Center","2","Health Center","Private","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1547","1547","11","Lilongwe","Chadza Health Center","2","Health Center","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1548","1548","11","Lilongwe","Chilobwe Majiga Health Center","2","Health Center","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1549","1549","11","Lilongwe","Lemwe Health Center","2","Health Center","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1550","1550","11","Lilongwe","Malembo(Lilongwe) Health Center","2","Health Center","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1552","1552","11","Lilongwe","Chimwala Dispensary","2","Dispensary","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1563","1563","11","Lilongwe","Adventist Health Center","2","Health Center","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1564","1564","11","Lilongwe","Lilongwe MASM Clinic","5",\N,"MASM","2",\N,\N,"MASM","William Karanya","",\N,"",\N,\N,\N,\N,\N,\N,\N,\N,"","","",\N,"","","1",""
"1582","1582","11","Lilongwe","City Assembly Dispensary","2","Dispensary","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1583","1583","11","Lilongwe","Malembo Health Center","2","Health Center","","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
"1601","1601","14","Mchinji","Chioshya Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1602","1602","14","Mchinji","Chipumi Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1603","1603","14","Mchinji","Guilleme Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1604","1604","14","Mchinji","Kaigwazanga Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1605","1605","14","Mchinji","Kapanga Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1606","1606","14","Mchinji","Kapiri Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1607","1607","14","Mchinji","Kochilira Hospital","2","Hospital","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1608","1608","14","Mchinji","Ludzi St Josephs Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1609","1609","14","Mchinji","Mchinji District Hospital","2","District Hospital","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1610","1610","14","Mchinji","Mikundi Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1611","1611","14","Mchinji","Mkanda Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1612","1612","14","Mchinji","Nkhwazi Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1614","1614","14","Mchinji","Kazyozyo Maternity","2","Maternity","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1615","1615","14","Mchinji","Namizana Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1616","1616","14","Mchinji","Gumba Dispensary","2","Dispensary","","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1701","1701","6","Dedza","Bembeke Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1702","1702","6","Dedza","Chikuse Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1703","1703","6","Dedza","Chimoto Health Centre","2","Health Center","MOH/LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1704","1704","6","Dedza","Chipwanya Health Centre","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1705","1705","6","Dedza","Chitowo Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1706","1706","6","Dedza","Chongoni Health Center","2","Health Center","Forestry","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1707","1707","6","Dedza","Dedza District Hospital","2","District Hospital","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1708","1708","6","Dedza","Dzindevu Health Center","2","Health Center","MOH/LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1709","1709","6","Dedza","Kafele Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1710","1710","6","Dedza","Kalulu Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1711","1711","6","Dedza","Kanyama Health Center","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1712","1712","6","Dedza","Kanyezi Health Center","2","Health Center","MOH/LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1713","1713","6","Dedza","Kaphuka Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1714","1714","6","Dedza","Kasina Health Centre","2","Health Center","CHAM","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1715","1715","6","Dedza","Lobi Health Center","2","Health Center","MOH","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1716","1716","6","Dedza","Maonde Health Center","2","Health Center","MOH/LG","2","","","","","","","","","","0000-00-00","","0","0","0","","","","","","","","1",""
"1717","1717","6","Dedza","Matumba Health Center","2","Health Center","CHAM","2",\N,\N,"","","","","","","","0000-00-00","","0","0","0","",\N,\N,\N,\N,\N,\N,"1",\N
